Year,WeekOfYear,Product_ID,Store_ID,Category,Region,Sales_Quantity,Inventory_Level,Price,Cost,Week_Start,Sales_Lag_1,Sales_Lag_2,Sales_Lag_3,Sales_Lag_4,Sales_Rolling_2,Sales_Rolling_4,Sales_Rolling_8,Inventory_Turnover,Gross_Margin
2022,20,P003,S05,Food,Central,204,35.42857142857143,34.15,20.49,2022-05-16,119.0,189.0,165.0,119.0,154.0,148.0,156.875,5.758064516129032,2786.64
2022,20,P010,S05,Electronics,Central,538,106.85714285714286,61.28000000000001,36.77,2022-05-16,531.0,492.0,568.0,583.0,511.5,543.5,572.25,5.0347593582887695,13186.380000000003
2022,20,P002,S05,Home Goods,Central,114,23.714285714285715,17.62,10.570000000000002,2022-05-16,66.0,156.0,122.0,120.0,111.0,116.0,114.125,4.80722891566265,803.6999999999999
2022,20,P007,S01,Home Goods,North,131,33.0,54.37,32.62,2022-05-16,105.0,72.0,74.0,86.0,88.5,84.25,80.875,3.9696969696969697,2849.25
2022,20,P007,S05,Home Goods,Central,329,71.0,54.37,32.62,2022-05-16,368.0,384.0,408.0,421.0,376.0,395.25,408.0,4.633802816901408,7155.75
2022,20,P009,S05,Toys,Central,418,81.71428571428571,54.089999999999996,32.46,2022-05-16,484.0,460.0,548.0,495.0,472.0,496.75,515.875,5.115384615384616,9041.339999999998
2022,20,P008,S05,Food,Central,381,77.71428571428571,46.58,27.95,2022-05-16,455.0,408.0,460.0,455.0,431.5,444.5,459.75,4.902573529411765,7098.03
2022,20,P004,S05,Toys,Central,206,42.142857142857146,27.59,16.56,2022-05-16,218.0,245.0,249.0,225.0,231.5,234.25,235.5,4.888135593220339,2272.1800000000003
2022,20,P008,S02,Food,South,206,46.142857142857146,46.58,27.95,2022-05-16,170.0,168.0,153.0,188.0,169.0,169.75,164.75,4.464396284829721,3837.7799999999997
2022,20,P002,S01,Home Goods,North,25,14.285714285714286,17.62,10.570000000000002,2022-05-16,61.0,49.0,51.0,36.0,55.0,49.25,38.125,1.75,176.24999999999997
2022,20,P010,S03,Electronics,East,283,61.714285714285715,61.28000000000001,36.77,2022-05-16,351.0,374.0,367.0,299.0,362.5,347.75,347.0,4.585648148148148,6936.330000000002
2022,20,P005,S05,Electronics,Central,314,75.14285714285714,30.26,18.15,2022-05-16,259.0,252.0,289.0,269.0,255.5,267.25,278.0,4.178707224334601,3802.540000000001
2022,20,P006,S03,Clothing,East,171,34.714285714285715,40.8,24.48,2022-05-16,159.0,171.0,187.0,186.0,165.0,175.75,190.25,4.925925925925926,2790.7199999999993
2022,20,P003,S02,Food,South,73,31.0,34.15,20.49,2022-05-16,64.0,33.0,62.0,89.0,48.5,62.0,66.125,2.3548387096774195,997.1800000000001
2022,20,P003,S04,Food,West,100,21.0,34.15,20.49,2022-05-16,131.0,92.0,146.0,140.0,111.5,127.25,125.625,4.761904761904762,1366.0
2022,20,P005,S04,Electronics,West,187,51.714285714285715,30.26,18.15,2022-05-16,287.0,256.0,261.0,239.0,271.5,260.75,247.0,3.616022099447514,2264.5700000000006
2022,20,P006,S02,Clothing,South,160,35.0,40.8,24.48,2022-05-16,120.0,161.0,139.0,121.0,140.5,135.25,127.125,4.571428571428571,2611.1999999999994
2022,20,P004,S01,Toys,North,67,19.0,27.59,16.56,2022-05-16,30.0,84.0,37.0,42.0,57.0,48.25,51.625,3.526315789473684,739.0100000000001
2022,20,P002,S02,Home Goods,South,46,2.7142857142857144,17.62,10.570000000000002,2022-05-16,76.0,16.0,45.0,29.0,46.0,41.5,43.125,16.94736842105263,324.29999999999995
2022,20,P007,S04,Home Goods,West,332,69.14285714285714,54.37,32.62,2022-05-16,338.0,297.0,325.0,281.0,317.5,310.25,326.75,4.801652892561984,7221.0
2022,20,P007,S02,Home Goods,South,124,22.142857142857142,54.37,32.62,2022-05-16,148.0,143.0,124.0,101.0,145.5,129.0,149.875,5.6000000000000005,2697.0
2022,20,P009,S03,Toys,East,300,66.57142857142857,54.089999999999996,32.46,2022-05-16,266.0,266.0,302.0,344.0,266.0,294.5,299.75,4.506437768240343,6488.999999999998
2022,20,P010,S02,Electronics,South,203,43.42857142857143,61.28000000000001,36.77,2022-05-16,219.0,240.0,267.0,237.0,229.5,240.75,243.125,4.6743421052631575,4975.530000000001
2022,20,P005,S03,Electronics,East,162,29.714285714285715,30.26,18.15,2022-05-16,181.0,156.0,207.0,219.0,168.5,190.75,187.5,5.451923076923077,1961.8200000000004
2022,20,P004,S03,Toys,East,105,30.428571428571427,27.59,16.56,2022-05-16,171.0,88.0,122.0,124.0,129.5,126.25,132.625,3.450704225352113,1158.15
2022,20,P002,S03,Home Goods,East,68,10.142857142857142,17.62,10.570000000000002,2022-05-16,86.0,85.0,63.0,62.0,85.5,74.0,67.375,6.704225352112676,479.3999999999999
2022,20,P004,S04,Toys,West,172,32.285714285714285,27.59,16.56,2022-05-16,133.0,206.0,194.0,175.0,169.5,177.0,176.625,5.327433628318584,1897.1600000000003
2022,20,P007,S03,Home Goods,East,212,44.57142857142857,54.37,32.62,2022-05-16,213.0,228.0,277.0,293.0,220.5,252.75,245.0,4.756410256410256,4611.0
2022,20,P001,S01,Clothing,North,7,1.8571428571428572,17.76,10.66,2022-05-16,28.0,36.0,36.0,19.0,32.0,29.75,39.25,3.769230769230769,49.70000000000001
2022,20,P009,S04,Toys,West,379,80.71428571428571,54.089999999999996,32.46,2022-05-16,399.0,393.0,386.0,449.0,396.0,406.75,407.875,4.695575221238938,8197.769999999999
2022,21,P006,S03,Clothing,East,169,41.0,40.8,24.48,2022-05-23,171.0,159.0,171.0,187.0,165.0,172.0,180.75,4.121951219512195,2758.0799999999995
2022,21,P005,S04,Electronics,West,234,33.57142857142857,30.26,18.15,2022-05-23,187.0,287.0,256.0,261.0,237.0,247.75,239.375,6.970212765957447,2833.7400000000007
2022,21,P009,S02,Toys,South,203,49.57142857142857,54.089999999999996,32.46,2022-05-23,162.0,185.0,196.0,158.0,173.5,175.25,180.625,4.095100864553315,4390.889999999999
2022,21,P005,S03,Electronics,East,157,29.428571428571427,30.26,18.15,2022-05-23,162.0,181.0,156.0,207.0,171.5,176.5,186.125,5.33495145631068,1901.2700000000004
2022,21,P003,S02,Food,South,95,20.428571428571427,34.15,20.49,2022-05-23,73.0,64.0,33.0,62.0,68.5,58.0,67.0,4.650349650349651,1297.7
2022,21,P009,S04,Toys,West,361,73.0,54.089999999999996,32.46,2022-05-23,379.0,399.0,393.0,386.0,389.0,389.25,399.125,4.945205479452055,7808.4299999999985
2022,21,P008,S05,Food,Central,415,84.71428571428571,46.58,27.95,2022-05-23,381.0,455.0,408.0,460.0,418.0,426.0,447.375,4.898819561551433,7731.45
2022,21,P008,S02,Food,South,162,32.285714285714285,46.58,27.95,2022-05-23,206.0,170.0,168.0,153.0,188.0,174.25,169.125,5.017699115044248,3018.06
2022,21,P002,S01,Home Goods,North,33,12.285714285714286,17.62,10.570000000000002,2022-05-23,25.0,61.0,49.0,51.0,43.0,46.5,38.75,2.686046511627907,232.64999999999998
2022,21,P006,S04,Clothing,West,240,56.714285714285715,40.8,24.48,2022-05-23,276.0,245.0,293.0,306.0,260.5,280.0,271.0,4.231738035264484,3916.7999999999993
2022,21,P007,S05,Home Goods,Central,321,53.285714285714285,54.37,32.62,2022-05-23,329.0,368.0,384.0,408.0,348.5,372.25,399.125,6.024128686327078,6981.75
2022,21,P005,S05,Electronics,Central,307,64.42857142857143,30.26,18.15,2022-05-23,314.0,259.0,252.0,289.0,286.5,278.5,277.5,4.764966740576496,3717.770000000001
2022,21,P007,S03,Home Goods,East,239,53.0,54.37,32.62,2022-05-23,212.0,213.0,228.0,277.0,212.5,232.5,248.375,4.509433962264151,5198.25
2022,21,P010,S02,Electronics,South,184,34.42857142857143,61.28000000000001,36.77,2022-05-23,203.0,219.0,240.0,267.0,211.0,232.25,232.375,5.344398340248962,4509.840000000001
2022,21,P003,S05,Food,Central,167,39.42857142857143,34.15,20.49,2022-05-23,204.0,119.0,189.0,165.0,161.5,169.25,163.875,4.2355072463768115,2281.22
2022,21,P010,S03,Electronics,East,294,47.857142857142854,61.28000000000001,36.77,2022-05-23,283.0,351.0,374.0,367.0,317.0,343.75,340.625,6.143283582089553,7205.940000000001
2022,21,P001,S05,Clothing,Central,26,13.142857142857142,17.76,10.66,2022-05-23,43.0,90.0,82.0,66.0,66.5,70.25,65.625,1.9782608695652175,184.60000000000002
2022,21,P010,S05,Electronics,Central,498,109.42857142857143,61.28000000000001,36.77,2022-05-23,538.0,531.0,492.0,568.0,534.5,532.25,564.0,4.550913838120104,12205.980000000003
2022,21,P009,S01,Toys,North,69,17.857142857142858,54.089999999999996,32.46,2022-05-23,97.0,121.0,133.0,88.0,109.0,109.75,105.0,3.864,1492.4699999999998
2022,21,P002,S05,Home Goods,Central,146,42.285714285714285,17.62,10.570000000000002,2022-05-23,114.0,66.0,156.0,122.0,90.0,114.5,115.5,3.4527027027027026,1029.3
2022,21,P008,S01,Food,North,78,18.714285714285715,46.58,27.95,2022-05-23,72.0,75.0,119.0,114.0,73.5,95.0,97.5,4.1679389312977095,1453.1399999999999
2022,21,P005,S02,Electronics,South,104,29.857142857142858,30.26,18.15,2022-05-23,81.0,98.0,109.0,138.0,89.5,106.5,108.875,3.4832535885167464,1259.4400000000003
2022,21,P002,S03,Home Goods,East,70,20.0,17.62,10.570000000000002,2022-05-23,68.0,86.0,85.0,63.0,77.0,75.5,70.25,3.5,493.49999999999994
2022,21,P007,S01,Home Goods,North,62,13.571428571428571,54.37,32.62,2022-05-23,131.0,105.0,72.0,74.0,118.0,95.5,89.625,4.568421052631579,1348.5
2022,21,P009,S05,Toys,Central,448,89.28571428571429,54.089999999999996,32.46,2022-05-23,418.0,484.0,460.0,548.0,451.0,477.5,502.25,5.0176,9690.239999999998
2022,21,P010,S04,Electronics,West,422,89.14285714285714,61.28000000000001,36.77,2022-05-23,442.0,450.0,464.0,415.0,446.0,442.75,445.875,4.7339743589743595,10343.220000000003
2022,21,P007,S02,Home Goods,South,121,21.428571428571427,54.37,32.62,2022-05-23,124.0,148.0,143.0,124.0,136.0,134.75,147.0,5.646666666666667,2631.75
2022,21,P004,S05,Toys,Central,164,30.714285714285715,27.59,16.56,2022-05-23,206.0,218.0,245.0,249.0,212.0,229.5,229.875,5.33953488372093,1808.92
2022,21,P003,S01,Food,North,61,27.285714285714285,34.15,20.49,2022-05-23,55.0,41.0,38.0,38.0,48.0,43.0,49.25,2.235602094240838,833.26
2022,21,P007,S04,Home Goods,West,299,82.71428571428571,54.37,32.62,2022-05-23,332.0,338.0,297.0,325.0,335.0,323.0,318.5,3.614853195164076,6503.25
2022,21,P003,S04,Food,West,134,32.142857142857146,34.15,20.49,2022-05-23,100.0,131.0,92.0,146.0,115.5,117.25,122.5,4.168888888888889,1830.44
2022,21,P001,S03,Clothing,East,35,16.285714285714285,17.76,10.66,2022-05-23,73.0,20.0,54.0,53.0,46.5,50.0,56.625,2.149122807017544,248.50000000000006
2022,21,P004,S03,Toys,East,106,26.285714285714285,27.59,16.56,2022-05-23,105.0,171.0,88.0,122.0,138.0,121.5,127.25,4.032608695652174,1169.18
2022,21,P001,S02,Clothing,South,47,14.428571428571429,17.76,10.66,2022-05-23,98.0,23.0,17.0,9.0,60.5,36.75,41.375,3.257425742574257,333.70000000000005
2022,21,P004,S01,Toys,North,33,3.7142857142857144,27.59,16.56,2022-05-23,67.0,30.0,84.0,37.0,48.5,54.5,56.625,8.884615384615385,363.99
2022,21,P006,S01,Clothing,North,98,20.428571428571427,40.8,24.48,2022-05-23,56.0,83.0,65.0,120.0,69.5,81.0,76.75,4.7972027972027975,1599.3599999999997
2022,21,P009,S03,Toys,East,273,59.714285714285715,54.089999999999996,32.46,2022-05-23,300.0,266.0,266.0,302.0,283.0,283.5,298.25,4.57177033492823,5904.989999999999
2022,21,P008,S03,Food,East,259,63.714285714285715,46.58,27.95,2022-05-23,256.0,247.0,232.0,231.0,251.5,241.5,264.875,4.065022421524664,4825.17
2022,21,P004,S04,Toys,West,177,26.142857142857142,27.59,16.56,2022-05-23,172.0,133.0,206.0,194.0,152.5,176.25,179.875,6.770491803278689,1952.3100000000002
2022,21,P010,S01,Electronics,North,63,14.571428571428571,61.28000000000001,36.77,2022-05-23,111.0,111.0,116.0,85.0,111.0,105.75,107.375,4.323529411764706,1544.1300000000003
2022,21,P008,S04,Food,West,340,67.57142857142857,46.58,27.95,2022-05-23,336.0,318.0,340.0,353.0,327.0,336.75,356.375,5.031712473572939,6334.2
2022,21,P002,S04,Home Goods,West,64,19.428571428571427,17.62,10.570000000000002,2022-05-23,102.0,106.0,117.0,108.0,104.0,108.25,115.375,3.294117647058824,451.19999999999993
2022,21,P001,S04,Clothing,West,34,6.142857142857143,17.76,10.66,2022-05-23,59.0,46.0,59.0,42.0,52.5,51.5,54.5,5.534883720930233,241.40000000000003
2022,21,P006,S05,Clothing,Central,284,56.42857142857143,40.8,24.48,2022-05-23,375.0,311.0,286.0,329.0,343.0,325.25,344.125,5.0329113924050635,4634.879999999999
2022,21,P002,S02,Home Goods,South,55,15.0,17.62,10.570000000000002,2022-05-23,46.0,76.0,16.0,45.0,61.0,45.75,45.5,3.6666666666666665,387.74999999999994
2022,21,P003,S03,Food,East,70,43.142857142857146,34.15,20.49,2022-05-23,119.0,123.0,89.0,109.0,121.0,110.0,107.25,1.6225165562913906,956.2
2022,21,P006,S02,Clothing,South,119,28.285714285714285,40.8,24.48,2022-05-23,160.0,120.0,161.0,139.0,140.0,145.0,133.5,4.207070707070708,1942.0799999999997
2022,21,P001,S01,Clothing,North,29,14.428571428571429,17.76,10.66,2022-05-23,7.0,28.0,36.0,36.0,17.5,26.75,34.25,2.00990099009901,205.90000000000003
2022,21,P004,S02,Toys,South,81,24.714285714285715,27.59,16.56,2022-05-23,141.0,110.0,47.0,102.0,125.5,100.0,93.625,3.277456647398844,893.4300000000001
2022,21,P005,S01,Electronics,North,99,34.142857142857146,30.26,18.15,2022-05-23,51.0,36.0,13.0,70.0,43.5,42.5,44.75,2.8995815899581587,1198.8900000000003
2022,22,P006,S02,Clothing,South,75,17.428571428571427,40.8,24.48,2022-05-30,119.0,160.0,120.0,161.0,139.5,140.0,132.375,4.303278688524591,1223.9999999999998
2022,22,P007,S01,Home Goods,North,41,13.571428571428571,54.37,32.62,2022-05-30,62.0,131.0,105.0,72.0,96.5,92.5,84.75,3.0210526315789474,891.75
2022,22,P008,S01,Food,North,47,22.142857142857142,46.58,27.95,2022-05-30,78.0,72.0,75.0,119.0,75.0,86.0,92.375,2.1225806451612903,875.6099999999999
2022,22,P001,S03,Clothing,East,32,16.142857142857142,17.76,10.66,2022-05-30,35.0,73.0,20.0,54.0,54.0,45.5,55.625,1.9823008849557522,227.20000000000005
2022,22,P008,S03,Food,East,243,44.857142857142854,46.58,27.95,2022-05-30,259.0,256.0,247.0,232.0,257.5,248.5,256.125,5.4171974522293,4527.09
2022,22,P007,S04,Home Goods,West,283,72.42857142857143,54.37,32.62,2022-05-30,299.0,332.0,338.0,297.0,315.5,316.5,318.0,3.907297830374753,6155.25
2022,22,P006,S03,Clothing,East,180,35.0,40.8,24.48,2022-05-30,169.0,171.0,159.0,171.0,170.0,167.5,178.375,5.142857142857143,2937.5999999999995
2022,22,P001,S02,Clothing,South,40,18.571428571428573,17.76,10.66,2022-05-30,47.0,98.0,23.0,17.0,72.5,46.25,40.25,2.1538461538461537,284.00000000000006
2022,22,P005,S04,Electronics,West,169,28.857142857142858,30.26,18.15,2022-05-30,234.0,187.0,287.0,256.0,210.5,241.0,241.375,5.856435643564357,2046.5900000000006
2022,22,P003,S05,Food,Central,104,27.714285714285715,34.15,20.49,2022-05-30,167.0,204.0,119.0,189.0,185.5,169.75,163.375,3.752577319587629,1420.64
2022,22,P003,S01,Food,North,42,11.857142857142858,34.15,20.49,2022-05-30,61.0,55.0,41.0,38.0,58.0,48.75,51.375,3.542168674698795,573.72
2022,22,P005,S01,Electronics,North,53,8.0,30.26,18.15,2022-05-30,99.0,51.0,36.0,13.0,75.0,49.75,46.875,6.625,641.8300000000002
2022,22,P002,S03,Home Goods,East,59,24.714285714285715,17.62,10.570000000000002,2022-05-30,70.0,68.0,86.0,85.0,69.0,77.25,70.0,2.3872832369942194,415.94999999999993
2022,22,P004,S05,Toys,Central,163,50.714285714285715,27.59,16.56,2022-05-30,164.0,206.0,218.0,245.0,185.0,208.25,217.125,3.2140845070422532,1797.89
2022,22,P004,S03,Toys,East,94,31.571428571428573,27.59,16.56,2022-05-30,106.0,105.0,171.0,88.0,105.5,117.5,125.375,2.9773755656108594,1036.8200000000002
2022,22,P002,S02,Home Goods,South,87,20.428571428571427,17.62,10.570000000000002,2022-05-30,55.0,46.0,76.0,16.0,50.5,48.25,45.375,4.258741258741259,613.3499999999999
2022,22,P007,S02,Home Goods,South,134,30.0,54.37,32.62,2022-05-30,121.0,124.0,148.0,143.0,122.5,134.0,140.5,4.466666666666667,2914.5
2022,22,P010,S04,Electronics,West,428,91.0,61.28000000000001,36.77,2022-05-30,422.0,442.0,450.0,464.0,432.0,444.5,436.0,4.7032967032967035,10490.280000000002
2022,22,P001,S04,Clothing,West,58,15.142857142857142,17.76,10.66,2022-05-30,34.0,59.0,46.0,59.0,46.5,49.5,51.5,3.8301886792452833,411.80000000000007
2022,22,P010,S02,Electronics,South,199,40.714285714285715,61.28000000000001,36.77,2022-05-30,184.0,203.0,219.0,240.0,193.5,211.5,229.5,4.887719298245614,4877.490000000001
2022,22,P009,S03,Toys,East,199,42.0,54.089999999999996,32.46,2022-05-30,273.0,300.0,266.0,266.0,286.5,276.25,289.75,4.738095238095238,4304.369999999999
2022,22,P002,S04,Home Goods,West,65,17.571428571428573,17.62,10.570000000000002,2022-05-30,64.0,102.0,106.0,117.0,83.0,97.25,108.75,3.6991869918699183,458.24999999999994
2022,22,P009,S02,Toys,South,126,27.571428571428573,54.089999999999996,32.46,2022-05-30,203.0,162.0,185.0,196.0,182.5,186.5,180.875,4.569948186528497,2725.379999999999
2022,22,P004,S02,Toys,South,83,19.142857142857142,27.59,16.56,2022-05-30,81.0,141.0,110.0,47.0,111.0,94.75,89.75,4.335820895522388,915.4900000000001
2022,22,P001,S01,Clothing,North,28,13.571428571428571,17.76,10.66,2022-05-30,29.0,7.0,28.0,36.0,18.0,25.0,32.375,2.0631578947368423,198.80000000000004
2022,22,P003,S04,Food,West,127,27.428571428571427,34.15,20.49,2022-05-30,134.0,100.0,131.0,92.0,117.0,114.25,122.0,4.630208333333334,1734.82
2022,22,P003,S02,Food,South,98,20.428571428571427,34.15,20.49,2022-05-30,95.0,73.0,64.0,33.0,84.0,66.25,70.375,4.7972027972027975,1338.68
2022,22,P010,S03,Electronics,East,252,58.714285714285715,61.28000000000001,36.77,2022-05-30,294.0,283.0,351.0,374.0,288.5,325.5,333.625,4.291970802919708,6176.520000000001
2022,22,P001,S05,Clothing,Central,81,18.571428571428573,17.76,10.66,2022-05-30,26.0,43.0,90.0,82.0,34.5,60.25,57.125,4.361538461538461,575.1000000000001
2022,22,P009,S04,Toys,West,306,89.14285714285714,54.089999999999996,32.46,2022-05-30,361.0,379.0,399.0,393.0,370.0,383.0,391.625,3.432692307692308,6618.779999999999
2022,22,P006,S05,Clothing,Central,226,41.142857142857146,40.8,24.48,2022-05-30,284.0,375.0,311.0,286.0,329.5,314.0,332.875,5.493055555555555,3688.3199999999993
2022,22,P005,S02,Electronics,South,89,23.714285714285715,30.26,18.15,2022-05-30,104.0,81.0,98.0,109.0,92.5,98.0,105.25,3.753012048192771,1077.7900000000002
2022,22,P005,S05,Electronics,Central,252,50.142857142857146,30.26,18.15,2022-05-30,307.0,314.0,259.0,252.0,310.5,283.0,280.875,5.0256410256410255,3051.7200000000007
2022,22,P006,S04,Clothing,West,226,48.142857142857146,40.8,24.48,2022-05-30,240.0,276.0,245.0,293.0,258.0,263.5,269.125,4.694362017804154,3688.3199999999993
2022,22,P006,S01,Clothing,North,86,22.714285714285715,40.8,24.48,2022-05-30,98.0,56.0,83.0,65.0,77.0,75.5,77.625,3.7861635220125787,1403.5199999999998
2022,22,P004,S04,Toys,West,165,35.42857142857143,27.59,16.56,2022-05-30,177.0,172.0,133.0,206.0,174.5,172.0,178.375,4.657258064516129,1819.9500000000003
2022,22,P010,S05,Electronics,Central,478,95.0,61.28000000000001,36.77,2022-05-30,498.0,538.0,531.0,492.0,518.0,514.75,556.125,5.031578947368421,11715.780000000002
2022,22,P010,S01,Electronics,North,53,16.857142857142858,61.28000000000001,36.77,2022-05-30,63.0,111.0,111.0,116.0,87.0,100.25,101.75,3.1440677966101696,1299.0300000000002
2022,22,P009,S05,Toys,Central,442,87.14285714285714,54.089999999999996,32.46,2022-05-30,448.0,418.0,484.0,460.0,433.0,452.5,487.125,5.072131147540984,9560.459999999997
2022,22,P003,S03,Food,East,82,11.571428571428571,34.15,20.49,2022-05-30,70.0,119.0,123.0,89.0,94.5,100.25,103.25,7.08641975308642,1120.1200000000001
2022,22,P002,S05,Home Goods,Central,78,20.857142857142858,17.62,10.570000000000002,2022-05-30,146.0,114.0,66.0,156.0,130.0,120.5,120.625,3.73972602739726,549.8999999999999
2022,22,P005,S03,Electronics,East,122,26.857142857142858,30.26,18.15,2022-05-30,157.0,162.0,181.0,156.0,159.5,164.0,183.125,4.542553191489362,1477.4200000000003
2022,22,P002,S01,Home Goods,North,48,20.285714285714285,17.62,10.570000000000002,2022-05-30,33.0,25.0,61.0,49.0,29.0,42.0,38.625,2.3661971830985915,338.4
2022,22,P004,S01,Toys,North,53,11.0,27.59,16.56,2022-05-30,33.0,67.0,30.0,84.0,50.0,53.5,56.125,4.818181818181818,584.59
2022,22,P007,S03,Home Goods,East,215,53.57142857142857,54.37,32.62,2022-05-30,239.0,212.0,213.0,228.0,225.5,223.0,246.125,4.013333333333334,4676.25
2022,22,P009,S01,Toys,North,67,11.428571428571429,54.089999999999996,32.46,2022-05-30,69.0,97.0,121.0,133.0,83.0,105.0,103.875,5.8625,1449.2099999999996
2022,22,P008,S05,Food,Central,371,74.14285714285714,46.58,27.95,2022-05-30,415.0,381.0,455.0,408.0,398.0,414.75,440.125,5.003853564547207,6911.73
2022,22,P007,S05,Home Goods,Central,322,51.42857142857143,54.37,32.62,2022-05-30,321.0,329.0,368.0,384.0,325.0,350.5,382.25,6.261111111111111,7003.5
2022,22,P008,S02,Food,South,179,50.42857142857143,46.58,27.95,2022-05-30,162.0,206.0,170.0,168.0,184.0,176.5,172.75,3.5495750708215295,3334.77
2022,22,P008,S04,Food,West,276,64.71428571428571,46.58,27.95,2022-05-30,340.0,336.0,318.0,340.0,338.0,333.5,351.375,4.264900662251656,5141.88
2022,23,P003,S03,Food,East,113,25.285714285714285,34.15,20.49,2022-06-06,82.0,70.0,119.0,123.0,76.0,98.5,105.0,4.468926553672317,1543.58
2022,23,P005,S02,Electronics,South,58,28.571428571428573,30.26,18.15,2022-06-06,89.0,104.0,81.0,98.0,96.5,93.0,100.25,2.03,702.3800000000002
2022,23,P001,S04,Clothing,West,50,15.428571428571429,17.76,10.66,2022-06-06,58.0,34.0,59.0,46.0,46.0,49.25,50.875,3.2407407407407405,355.00000000000006
2022,23,P001,S05,Clothing,Central,65,10.0,17.76,10.66,2022-06-06,81.0,26.0,43.0,90.0,53.5,60.0,62.625,6.5,461.5000000000001
2022,23,P010,S05,Electronics,Central,417,92.71428571428571,61.28000000000001,36.77,2022-06-06,478.0,498.0,538.0,531.0,488.0,511.25,538.5,4.497688751926041,10220.670000000002
2022,23,P002,S03,Home Goods,East,77,27.142857142857142,17.62,10.570000000000002,2022-06-06,59.0,70.0,68.0,86.0,64.5,70.75,69.125,2.836842105263158,542.8499999999999
2022,23,P008,S01,Food,North,45,10.285714285714286,46.58,27.95,2022-06-06,47.0,78.0,72.0,75.0,62.5,68.0,90.75,4.375,838.3499999999999
2022,23,P009,S01,Toys,North,33,7.285714285714286,54.089999999999996,32.46,2022-06-06,67.0,69.0,97.0,121.0,68.0,88.5,98.375,4.529411764705882,713.7899999999998
2022,23,P006,S02,Clothing,South,80,26.428571428571427,40.8,24.48,2022-06-06,75.0,119.0,160.0,120.0,97.0,118.5,127.125,3.027027027027027,1305.5999999999997
2022,23,P007,S01,Home Goods,North,98,30.0,54.37,32.62,2022-06-06,41.0,62.0,131.0,105.0,51.5,84.75,80.0,3.2666666666666666,2131.5
2022,23,P005,S01,Electronics,North,49,16.285714285714285,30.26,18.15,2022-06-06,53.0,99.0,51.0,36.0,76.0,59.75,51.75,3.0087719298245617,593.3900000000001
2022,23,P003,S02,Food,South,83,15.285714285714286,34.15,20.49,2022-06-06,98.0,95.0,73.0,64.0,96.5,82.5,74.5,5.429906542056075,1133.78
2022,23,P009,S04,Toys,West,305,63.285714285714285,54.089999999999996,32.46,2022-06-06,306.0,361.0,379.0,399.0,333.5,361.25,380.625,4.81941309255079,6597.149999999999
2022,23,P003,S04,Food,West,129,24.428571428571427,34.15,20.49,2022-06-06,127.0,134.0,100.0,131.0,130.5,123.0,127.0,5.280701754385965,1762.14
2022,23,P006,S05,Clothing,Central,302,58.142857142857146,40.8,24.48,2022-06-06,226.0,284.0,375.0,311.0,255.0,299.0,314.25,5.194103194103194,4928.639999999999
2022,23,P010,S01,Electronics,North,105,13.285714285714286,61.28000000000001,36.77,2022-06-06,53.0,63.0,111.0,111.0,58.0,84.5,87.875,7.903225806451612,2573.5500000000006
2022,23,P001,S01,Clothing,North,38,13.285714285714286,17.76,10.66,2022-06-06,28.0,29.0,7.0,28.0,28.5,23.0,31.5,2.8602150537634405,269.80000000000007
2022,23,P008,S04,Food,West,295,62.142857142857146,46.58,27.95,2022-06-06,276.0,340.0,336.0,318.0,308.0,317.5,339.625,4.747126436781609,5495.849999999999
2022,23,P008,S02,Food,South,91,24.285714285714285,46.58,27.95,2022-06-06,179.0,162.0,206.0,170.0,170.5,179.25,178.0,3.7470588235294118,1695.33
2022,23,P004,S03,Toys,East,95,35.714285714285715,27.59,16.56,2022-06-06,94.0,106.0,105.0,171.0,100.0,119.0,111.875,2.66,1047.8500000000001
2022,23,P007,S03,Home Goods,East,214,49.0,54.37,32.62,2022-06-06,215.0,239.0,212.0,213.0,227.0,219.75,238.125,4.36734693877551,4654.5
2022,23,P005,S03,Electronics,East,153,40.142857142857146,30.26,18.15,2022-06-06,122.0,157.0,162.0,181.0,139.5,155.5,173.375,3.8113879003558715,1852.8300000000004
2022,23,P004,S04,Toys,West,155,42.142857142857146,27.59,16.56,2022-06-06,165.0,177.0,172.0,133.0,171.0,161.75,173.0,3.677966101694915,1709.65
2022,23,P005,S04,Electronics,West,214,51.0,30.26,18.15,2022-06-06,169.0,234.0,187.0,287.0,201.5,219.25,235.5,4.196078431372549,2591.5400000000004
2022,23,P005,S05,Electronics,Central,217,51.285714285714285,30.26,18.15,2022-06-06,252.0,307.0,314.0,259.0,279.5,283.0,278.0,4.231197771587744,2627.870000000001
2022,23,P001,S02,Clothing,South,59,23.571428571428573,17.76,10.66,2022-06-06,40.0,47.0,98.0,23.0,43.5,52.0,38.75,2.503030303030303,418.9000000000001
2022,23,P008,S03,Food,East,240,40.714285714285715,46.58,27.95,2022-06-06,243.0,259.0,256.0,247.0,251.0,251.25,251.75,5.894736842105263,4471.2
2022,23,P003,S05,Food,Central,149,38.714285714285715,34.15,20.49,2022-06-06,104.0,167.0,204.0,119.0,135.5,148.5,156.75,3.848708487084871,2035.34
2022,23,P003,S01,Food,North,50,14.857142857142858,34.15,20.49,2022-06-06,42.0,61.0,55.0,41.0,51.5,49.75,51.75,3.3653846153846154,683.0
